観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
20631,北海道 十勝地方,大津（オオツ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,1985,9,1,34,8,2013,7,29,1977
20696,北海道 十勝地方,大樹（タイキ）,,2023,7,3,9,40,0,8,0,4,,,,,,85,8,2017,9,18,25,8,1999,7,14,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2023,7,3,9,40,0,8,0,4,,,,,,70.3,8,1959,10,13,33,8,2010,7,10,1958
21031,北海道 胆振地方,安平（アビラ）,,2023,7,3,9,40,0,8,0,4,,,,,,57.5,8,2014,9,11,35.5,8,2009,7,8,1976
21111,北海道 胆振地方,厚真（アツマ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,2006,8,18,28,8,2000,7,25,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,47,8,2000,8,15,38.5,8,2009,7,8,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2016,8,30,31,8,1981,7,21,1976
21171,北海道 胆振地方,森野（モリノ）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2011,8,21,42,8,1992,7,18,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2023,7,3,9,40,0,8,0,4,,,,,,126,8,1950,8,1,40.5,8,2000,7,25,1943
21226,北海道 胆振地方,大岸（オオキシ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,1983,8,11,38.5,8,2010,7,24,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2023,7,3,9,40,0,8,0,4,,,,,,34,8,2007,8,9,30.5,8,2012,7,5,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2023,7,3,9,40,0,8,0,4,,,,,,54.5,8,2014,9,10,50,8,1999,7,13,1985
21261,北海道 胆振地方,白老（シラオイ）,,2023,7,3,9,40,0,8,0,4,,,,,,84,8,1987,8,26,39.5,8,2019,7,13,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2014,9,12,27.5,8,2009,7,8,1976
21297,北海道 胆振地方,伊達（ダテ）,,2023,7,3,9,40,0,8,0,4,,,,,,33,8,2016,9,6,22.5,8,2010,7,29,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,126,8,1983,9,25,48.5,8,2008,7,23,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2023,7,3,9,40,0,8,0,4,,,,,,51.3,8,1949,9,23,49,8,1943,7,30,1940
22036,北海道 日高地方,日高（ヒダカ）,,2023,7,3,9,40,0,8,0,4,,,,,,62.5,8,2015,8,6,40,8,1990,7,24,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,2010,8,24,26,8,2016,7,29,1985
22106,北海道 日高地方,旭（アサヒ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,2003,8,9,57.5,8,2010,7,4,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,1992,8,9,41.5,8,2008,7,23,1976
22156,北海道 日高地方,新和（シンワ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2022,8,11,40,8,1984,7,17,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,1996,9,21,52,8,2017,7,17,1987
22241,北海道 日高地方,静内（シズナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,2016,8,23,31.5,8,2017,7,17,1976
22291,北海道 日高地方,三石（ミツイシ）,,2023,7,3,9,40,0,8,0,4,,,,,,41,8,2021,8,23,35.5,8,2017,7,17,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2023,7,3,9,40,0,8,0,4,,,,,,62,8,1981,8,5,39.5,8,2016,7,28,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2023,7,3,9,40,0,8,0,4,,,,,,60,8,2012,9,9,43.5,8,1958,7,31,1939
22356,北海道 日高地方,目黒（メグロ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,1985,9,7,46,8,2003,7,11,1978
22366,北海道 日高地方,幌満（ホロマン）,,2023,7,3,9,40,0,8,0,4,,,,,,50.5,8,2022,7,4,50.5,8,2022,7,4,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,2020,8,17,40.5,8,2016,7,31,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,1985,9,1,42.5,8,2017,7,22,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2013,8,8,49.5,8,2017,7,22,1976
23166,北海道 渡島地方,森（モリ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2017,7,22,63,8,2017,7,22,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,2007,7,28,61,8,2007,7,28,1976
23206,北海道 渡島地方,川汲（カックミ）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,1998,9,16,60,8,2007,7,28,1976
23226,北海道 渡島地方,北斗（ホクト）,,2023,7,3,9,40,0,8,0,4,,,,,,85,8,1991,10,15,57,8,2007,7,28,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2023,7,3,9,40,0,8,0,4,,,,,,64,8,2022,8,8,58.8,8,1943,7,29,1889
23281,北海道 渡島地方,高松（タカマツ）,,2023,7,3,9,40,0,8,0,4,,,,,,81.5,8,2022,8,8,59,8,2008,7,23,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2023,7,3,9,40,0,8,0,4,,,,,,87.5,8,2012,10,2,44,8,2007,7,28,2003
23321,北海道 渡島地方,知内（シリウチ）,,2023,7,3,9,40,0,8,0,4,,,,,,66,8,2021,11,2,34.5,8,2017,7,22,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,136.5,8,2021,11,2,64,8,1980,7,23,1976
23356,北海道 渡島地方,千軒（センゲン）,,2023,7,3,9,40,0,8,0.5,4,6,53,4,,,83,8,1994,9,21,56.5,8,2010,7,29,1978
23376,北海道 渡島地方,松前（マツマエ）,,2023,7,3,9,40,0,8,0.5,4,5,44,4,,,71.5,8,2013,8,9,48,8,2019,7,29,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2023,7,3,9,40,0,8,0,4,,,,,,71.5,8,2013,8,9,47.5,8,2017,7,22,1976
24041,北海道 檜山地方,せたな（セタナ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2002,8,5,52.5,8,2017,7,22,1976
24051,北海道 檜山地方,今金（イマカネ）,,2023,7,3,9,40,0,8,0,4,,,,,,57.5,8,2017,7,22,57.5,8,2017,7,22,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2012,8,6,37.5,8,2016,7,2,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,2018,9,24,45,8,2010,7,8,2003
24166,北海道 檜山地方,潮見（シオミ）,,2023,7,3,9,40,0,8,0,4,,,,,,66.5,8,2010,8,11,46,8,1984,7,17,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2013,8,18,38,8,2007,7,28,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,1975,9,8,50.5,8,1984,7,17,1941
24236,北海道 檜山地方,石崎（イシザキ）,,2023,7,3,9,40,0,8,0,4,,,,,,82,8,1996,8,23,45,8,1984,7,17,1977
31001,青森県,大間（オオマ）,,2023,7,3,9,40,0,8,0.5,4,8,37,4,,,52,8,1998,8,3,44,8,2000,7,17,1976
31036,青森県,湯野川（ユノカワ）,,2023,7,3,9,40,0.5,8,2.5,4,7,35,4,,,58.5,8,2016,7,31,58.5,8,2016,7,31,2005
31111,青森県,むつ（ムツ）,47576,2023,7,3,9,40,0.5,8,1.5,4,7,32,4,,,55.5,8,2021,11,2,41.5,8,1977,7,2,1937
31121,青森県,小田野沢（オダノサワ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,1982,9,13,37,8,2001,7,30,1976
31136,青森県,今別（イマベツ）,,2023,7,3,9,40,0,8,3,4,6,6,4,,,58,8,2006,8,18,38,8,2000,7,17,1976
31156,青森県,脇野沢（ワキノサワ）,,2023,7,3,9,40,0,8,2.5,4,7,16,4,,,60,8,2005,9,18,56,8,2017,7,22,1976
31186,青森県,市浦（シウラ）,,2023,7,3,9,40,0,8,3,4,6,13,4,,,77,8,1994,8,30,50,8,1984,7,16,1976
31201,青森県,蟹田（カニタ）,,2023,7,3,9,40,0,8,3,4,6,44,4,,,61,8,2006,8,18,55,8,2017,7,22,1976
31296,青森県,五所川原（ゴショガワラ）,,2023,7,3,9,40,0,8,6,4,3,9,4,,,59,8,2014,9,10,31.5,8,2017,7,23,1976
31312,青森県,青森（アオモリ）,47575,2023,7,3,9,40,0,8,9.5,4,3,51,4,,,67.5,8,2000,7,25,67.5,8,2000,7,25,1937
31321,青森県,大和山（ヤマトヤマ）,,2023,7,3,9,40,0.5,8,2,4,3,50,4,,,50,8,2007,11,12,36,8,2001,7,30,1976
31332,青森県,野辺地（ノヘジ）,,2023,7,3,9,40,0,8,1,4,4,9,4,,,53.5,8,2016,8,23,34,8,2022,7,5,2008
31336,青森県,六ケ所（ロッカショ）,,2023,7,3,9,40,0,8,1.5,4,2,17,4,,,47.5,8,2021,11,2,40,8,2004,7,26,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2023,7,3,9,40,0,8,7,4,3,6,4,,,52,8,2020,9,4,34,8,2001,7,30,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2023,7,3,9,40,0,8,5.5,4,2,17,4,,,41,8,2012,7,16,41,8,2012,7,16,2003
31411,青森県,七戸（シチノヘ）,,2023,7,3,9,40,0,8,7,4,2,45,4,,,41,8,2017,7,22,41,8,2017,7,22,1977
31436,青森県,深浦（フカウラ）,47574,2023,7,3,9,40,0,8,15,4,1,8,4,,,91.5,8,2022,8,3,68.5,8,1975,7,27,1940
31451,青森県,岳（ダケ）,,2023,7,3,9,40,0,8,7,4,1,32,4,,,66.5,8,2012,9,5,47.5,8,2016,7,31,1976
31461,青森県,弘前（ヒロサキ）,,2023,7,3,9,40,0,8,5,4,1,35,4,,,88,8,2020,9,4,25.5,8,2012,7,5,1976
31466,青森県,黒石（クロイシ）,,2023,7,3,9,40,0,8,5.5,4,1,59,4,,,58,8,1977,8,5,52,8,2016,7,31,1976
31482,青森県,酸ケ湯（スカユ）,,2023,7,3,9,40,0,8,7.5,4,2,11,4,,,52,8,2006,8,18,39,8,2017,7,22,1976
31506,青森県,三沢（ミサワ）,,2023,7,3,9,40,0,8,7,4,2,57,4,,,61,8,1990,11,4,28.5,8,2017,7,22,1976
31551,青森県,大鰐（オオワニ）,,2023,7,3,9,40,0,8,10,4,1,3,4,,,51.5,8,2022,7,5,51.5,8,2022,7,5,2010
31562,青森県,温川（ヌルカワ）,,2023,7,3,9,40,0,8,9,4,1,14,4,,,51,8,2021,7,12,51,8,2021,7,12,1983
31586,青森県,十和田（トワダ）,,2023,7,3,9,40,0,8,4,4,2,43,4,,,62,8,1990,10,26,38.5,8,2017,7,22,1976
31602,青森県,八戸（ハチノヘ）,47581,2023,7,3,9,40,0,8,1,4,1,35,4,,,67,8,1969,8,5,46.2,8,1947,7,22,1936
31646,青森県,碇ケ関（イカリガセキ）,,2023,7,3,9,40,0,8,7.5,4,0,50,4,,,86.5,8,2012,8,6,56,8,2017,7,22,1976
31662,青森県,休屋（ヤスミヤ）,,2023,7,3,9,40,0,8,5,4,2,39,4,,,45.5,8,2022,8,3,41.5,8,2020,7,19,1982
31671,青森県,戸来（ヘライ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,1999,10,28,34,8,2017,7,22,1978
31721,青森県,三戸（サンノヘ）,,2023,7,3,9,40,0,8,8.5,4,1,24,4,,,49,8,1999,10,28,40,8,1990,7,22,1976
32056,秋田県,八森（ハチモリ）,,2023,7,3,9,40,0,8,9,4,0,8,4,,,72.5,8,2022,8,3,55,8,1979,7,28,1976
32071,秋田県,藤里（フジサト）,,2023,7,3,9,40,0,8,10.5,4,0,3,4,,,68,8,2022,8,3,61.5,8,2017,7,22,1978
32091,秋田県,陣場（ジンバ）,,2023,7,3,9,40,0,8,4,4,0,35,4,,,78,8,2017,7,22,78,8,2017,7,22,1976
32096,秋田県,藤原（フジワラ）,,2023,7,3,9,40,0,8,5,4,2,27,4,,,56,8,2005,9,19,49.5,8,2017,7,22,1983
32111,秋田県,能代（ノシロ）,,2023,7,3,9,40,0,8,1,4,0,52,4,,,57,8,2003,8,25,49,8,2006,7,1,1976
32126,秋田県,鷹巣（タカノス）,,2023,7,3,9,40,0,8,3,4,0,43,4,,,70.5,8,2022,8,3,52,8,1996,7,3,1976
32136,秋田県,大館（オオダテ）,,2023,7,3,9,40,0,8,3.5,4,0,13,4,,,68,8,2013,8,9,68,8,1977,7,6,1976
32146,秋田県,鹿角（カヅノ）,,2023,7,3,9,40,0,8,4.5,4,4,18,4,,,108.5,8,2013,8,9,53.5,8,2010,7,24,1976
32181,秋田県,脇神（ワキガミ）,,2023,7,3,9,40,0.5,8,2,4,0,32,4,,,66,8,2006,8,18,49,8,2017,7,22,2003
32206,秋田県,湯瀬（ユゼ）,,2023,7,3,9,40,0,8,1,4,2,0,4,,,54.5,8,2022,7,23,54.5,8,2022,7,23,1976
32266,秋田県,八幡平（ハチマンタイ）,,2023,7,3,9,40,0,8,0.5,4,3,45,4,,,58,8,2014,8,1,39,8,2010,7,25,1978
32276,秋田県,男鹿真山（オガシンザン）,,2023,7,3,9,40,0,8,0,4,,,,,,64.5,8,2022,8,10,41,8,2001,7,3,1985
32286,秋田県,男鹿（オガ）,,2023,7,3,9,40,0,8,0,4,,,,,,64.5,8,2011,7,28,64.5,8,2011,7,28,1976
32287,秋田県,大潟（オオガタ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,2005,9,1,49,8,1987,7,31,1977
32296,秋田県,五城目（ゴジョウメ）,,2023,7,3,9,40,0,8,1,4,0,17,4,,,69,8,2022,8,12,60,8,2011,7,28,1976
32311,秋田県,阿仁合（アニアイ）,,2023,7,3,9,40,0,8,2.5,4,3,25,4,,,68,8,2014,7,19,68,8,2014,7,19,1976
32312,秋田県,比立内（ヒタチナイ）,,2023,7,3,9,40,0,8,2,4,1,5,4,,,66,8,1979,7,8,66,8,1979,7,8,1976
32376,秋田県,桧木内（ヒノキナイ）,,2023,7,3,9,40,0,8,1,4,7,39,4,,,81,8,2013,8,9,49,8,1998,7,28,1978
32402,秋田県,秋田（アキタ）,47582,2023,7,3,9,40,0,8,1.5,4,0,16,4,,,72.4,8,1964,8,13,60,8,2021,7,12,1938
32407,秋田県,岩見三内（イワミサンナイ）,,2023,7,3,9,40,0,8,0.5,4,6,53,4,,,58,8,1987,8,17,44,8,1990,7,19,1976
32408,秋田県,仁別（ニベツ）,,2023,7,3,9,40,0,8,1.5,4,0,38,4,,,81,8,2018,8,5,49.5,8,2021,7,11,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2023,7,3,9,40,0,8,3.5,4,2,25,4,,,88,8,2013,8,9,47,8,2001,7,31,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2023,7,3,9,40,0,8,7.5,4,2,30,4,,,48.5,8,2017,8,22,45,8,2017,7,23,2014
32451,秋田県,雄和（ユウワ）,,2023,7,3,9,40,0,8,0.5,4,6,42,4,,,73.5,8,2017,7,22,73.5,8,2017,7,22,2003
32466,秋田県,角館（カクノダテ）,,2023,7,3,9,40,0,8,3.5,4,2,8,4,,,66,8,1990,7,26,66,8,1990,7,26,1976
32476,秋田県,田沢湖（タザワコ）,,2023,7,3,9,40,0,8,3.5,4,4,16,4,,,52,8,2002,8,6,42,8,1990,7,26,1976
32496,秋田県,大正寺（ダイショウジ）,,2023,7,3,9,40,0,8,2,4,1,33,4,,,62.5,8,2019,8,10,61,8,2013,7,2,1976
32551,秋田県,大曲（オオマガリ）,,2023,7,3,9,40,0,8,1.5,4,2,7,4,,,68.5,8,2020,8,30,51.5,8,2020,7,28,1976
32571,秋田県,本荘（ホンジョウ）,,2023,7,3,9,40,0,8,2,4,0,33,4,,,77,8,2007,8,27,59.5,8,2021,7,12,1976
32581,秋田県,東由利（ヒガシユリ）,,2023,7,3,9,40,0,8,0.5,4,5,41,4,,,69.5,8,2020,9,4,59.5,8,2010,7,25,1976
32596,秋田県,横手（ヨコテ）,,2023,7,3,9,40,0,8,1,4,2,56,4,,,68.5,8,2017,7,22,68.5,8,2017,7,22,1976
32616,秋田県,にかほ（ニカホ）,,2023,7,3,9,40,0,8,0.5,4,2,37,4,,,64.5,8,2010,8,25,54,8,1983,7,26,1976
32626,秋田県,矢島（ヤシマ）,,2023,7,3,9,40,0,8,1.5,4,1,30,4,,,58,8,1998,8,7,56,8,1998,7,30,1976
32681,秋田県,笹子（ジネゴ）,,2023,7,3,9,40,0,8,1.5,4,1,35,4,,,66,8,2019,8,10,45.5,8,2017,7,22,1983
32691,秋田県,湯沢（ユザワ）,,2023,7,3,9,40,0,8,2,4,2,32,4,,,52,8,2019,8,10,36,8,2005,7,30,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2023,7,3,9,40,0,8,2.5,4,4,48,4,,,49,8,2013,7,27,49,8,2013,7,27,1976
32771,秋田県,湯の岱（ユノタイ）,,2023,7,3,9,40,0,8,2.5,4,2,27,4,,,50,8,1989,7,24,50,8,1989,7,24,1976
33006,岩手県,種市（タネイチ）,,2023,7,3,9,40,0,8,2,4,7,6,4,,,86,8,2007,11,11,53.5,8,2017,7,17,1976
33026,岩手県,軽米（カルマイ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,2005,7,31,65,8,2005,7,31,1976
33071,岩手県,二戸（ニノヘ）,,2023,7,3,9,40,0,8,0.5,4,2,57,4,,,47,8,2014,8,15,41,8,2017,7,22,1976
33086,岩手県,大野（オオノ）,,2023,7,3,9,40,0,8,2.5,4,4,41,4,,,58,8,2016,8,30,32,8,2019,7,24,1976
33136,岩手県,山形（ヤマガタ）,,2023,7,3,9,40,0,8,2,4,4,31,4,,,62.5,8,2008,7,7,62.5,8,2008,7,7,1977
33146,岩手県,久慈（クジ）,,2023,7,3,9,40,1,8,4,4,4,51,4,,,71,8,2019,10,13,44.5,8,2015,7,28,1976
33166,岩手県,荒屋（アラヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,55.5,8,2016,8,26,54,8,2010,7,2,1976
33176,岩手県,奥中山（オクナカヤマ）,,2023,7,3,9,40,0,8,1.5,4,0,19,4,,,42.5,8,2022,8,3,34,8,2010,7,3,1977
33186,岩手県,葛巻（クズマキ）,,2023,7,3,9,40,0,8,4.5,4,4,2,4,,,49,8,2002,8,19,35,8,1979,7,28,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2023,7,3,9,40,0,8,5,4,4,40,4,,,80,8,2016,8,30,55,8,2011,7,12,1978
33206,岩手県,普代（フダイ）,,2023,7,3,9,40,0,8,0.5,4,5,27,4,,,95,8,2019,10,13,55,8,2000,7,8,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2023,7,3,9,40,0,8,2,4,3,18,4,,,50.5,8,2022,7,23,50.5,8,2022,7,23,1976
33231,岩手県,一方井（イッカタイ）,,2023,7,3,9,40,0,8,3,4,3,17,4,,,34.5,8,2022,9,20,30.5,8,2020,7,19,2014
33296,岩手県,好摩（コウマ）,,2023,7,3,9,40,0,8,3,4,3,8,4,,,61.5,8,2022,8,14,55,8,2001,7,4,1976
33326,岩手県,岩泉（イワイズミ）,,2023,7,3,9,40,0,8,0,4,,,,,,70.5,8,2016,8,30,55.5,8,2020,7,1,1976
33336,岩手県,小本（オモト）,,2023,7,3,9,40,0,8,0,4,,,,,,93.5,8,2019,10,13,48,8,2014,7,4,1977
33351,岩手県,葛根田（カッコンダ）,,2023,7,3,9,40,0,8,6.5,4,2,49,4,,,64.5,8,2021,6,14,43.5,8,2017,7,23,1977
33361,岩手県,滝沢（タキザワ）,,2023,7,3,9,40,0,8,8,4,3,6,4,,,52.5,8,2017,8,22,45.5,8,2017,7,23,2005
33371,岩手県,薮川（ヤブカワ）,,2023,7,3,9,40,0,8,2,4,4,51,4,,,65,8,2017,8,22,44,8,1985,7,21,1976
33421,岩手県,雫石（シズクイシ）,,2023,7,3,9,40,0,8,3.5,4,2,32,4,,,78,8,2013,8,9,35,8,2005,7,1,1976
33431,岩手県,盛岡（モリオカ）,47584,2023,7,3,9,40,0,8,0.5,4,4,21,4,,,62.7,8,1938,8,15,38,8,1975,7,25,1923
33441,岩手県,区界（クザカイ）,,2023,7,3,9,40,0,8,3.5,4,4,23,4,,,86.5,8,2013,7,15,86.5,8,2013,7,15,1993
33472,岩手県,宮古（ミヤコ）,47585,2023,7,3,9,40,0,8,0,4,,,,,,84.5,8,2019,10,13,49,8,2000,7,8,1937
33486,岩手県,沢内（サワウチ）,,2023,7,3,9,40,0,8,1.5,4,2,46,4,,,55,8,2017,8,24,40,8,2020,7,21,2017
33501,岩手県,紫波（シワ）,,2023,7,3,9,40,0,8,2,4,3,50,4,,,95.5,8,2015,6,16,46,8,1990,7,30,1976
33526,岩手県,川井（カワイ）,,2023,7,3,9,40,0,8,1,4,3,2,4,,,67.5,8,2015,8,11,43,8,2022,7,23,1977
33566,岩手県,豊沢（トヨサワ）,,2023,7,3,9,40,0,8,2.5,4,3,43,4,,,47,8,2022,8,14,39.5,8,2008,7,11,1976
33576,岩手県,花巻（ハナマキ）,,2023,7,3,9,40,0,8,4,4,5,2,4,,,65.5,8,2014,9,10,36.5,8,2008,7,11,1976
33581,岩手県,大迫（オオハサマ）,,2023,7,3,9,40,0,8,6.5,4,4,48,4,,,63.5,8,2013,8,9,41,8,2017,7,3,1976
33596,岩手県,附馬牛（ツキモウシ）,,2023,7,3,9,40,0,8,4,4,5,21,4,,,50,8,2013,8,9,43.5,8,2013,7,16,2005
33611,岩手県,大槌（オオツチ）,,2023,7,3,9,40,0,8,1.5,4,7,18,4,,,57,8,2012,10,1,46,8,2020,7,19,2000
33616,岩手県,山田（ヤマダ）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2019,10,13,47.5,8,2013,7,26,1976
33631,岩手県,湯田（ユダ）,,2023,7,3,9,40,0,8,8,4,3,37,4,,,45,8,2012,10,1,43,8,2001,7,4,1976
33671,岩手県,遠野（トオノ）,,2023,7,3,9,40,0,8,0.5,4,8,14,4,,,53.5,8,2021,7,21,53.5,8,2021,7,21,1976
33711,岩手県,金ヶ崎（カネガサキ）,,2023,7,3,9,40,0,8,2.5,4,5,26,4,,,57,8,2022,8,13,29.5,8,2011,7,26,2006
33716,岩手県,北上（キタカミ）,,2023,7,3,9,40,0,8,1.5,4,5,57,4,,,65,8,1982,8,30,42.5,8,2010,7,5,1976
33726,岩手県,米里（ヨネサト）,,2023,7,3,9,40,0,8,1,4,5,56,4,,,54,8,2022,7,4,54,8,2022,7,4,1976
33751,岩手県,釜石（カマイシ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,2013,7,26,68,8,2013,7,26,1976
33776,岩手県,若柳（ワカヤナギ）,,2023,7,3,9,40,0,8,1.5,4,5,35,4,,,40,8,2007,5,31,34.5,8,2013,7,27,1976
33781,岩手県,江刺（エサシ）,,2023,7,3,9,40,0,8,2.5,4,5,41,4,,,65,8,2021,6,15,48,8,1977,7,18,1976
33801,岩手県,住田（スミタ）,,2023,7,3,9,40,0,8,3.5,4,6,55,4,,,66.5,8,2013,7,26,66.5,8,2013,7,26,1977
33831,岩手県,祭畤（マツルベ）,,2023,7,3,9,40,0,8,1.5,4,6,3,4,,,82.5,8,2012,10,1,43,8,1987,7,17,1976
33841,岩手県,衣川（コロモガワ）,,2023,7,3,9,40,0,8,1.5,4,2,25,4,,,47,8,2021,6,15,44,8,1977,7,27,1976
33856,岩手県,大東（ダイトウ）,,2023,7,3,9,40,0,8,0,4,,,,,,46.5,8,2013,7,26,46.5,8,2013,7,26,2005
33877,岩手県,大船渡（オオフナト）,47512,2023,7,3,9,40,0,8,0.5,4,0,49,4,,,58,8,2019,8,8,53,8,2013,7,26,1963
33911,岩手県,一関（イチノセキ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,2016,8,2,43,8,2013,7,26,1976
33921,岩手県,千厩（センマヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,1982,8,21,47,8,2020,7,22,1976
34012,宮城県,駒ノ湯（コマノユ）,,2023,7,3,9,40,0,8,1,4,2,8,4,,,72,8,2015,9,11,70,8,1981,7,21,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,84.5,8,2013,7,26,84.5,8,2013,7,26,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,51.5,8,2015,9,11,34,8,2013,7,26,2001
34096,宮城県,川渡（カワタビ）,,2023,7,3,9,40,0,8,0,4,,,,,,76,8,1989,8,14,43,8,2001,7,31,1976
34111,宮城県,築館（ツキダテ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,1977,7,26,68,8,1977,7,26,1976
34171,宮城県,米山（ヨネヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,2019,10,13,53,8,2011,7,27,1976
34186,宮城県,志津川（シヅガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2020,9,5,35,8,2022,7,16,1976
34206,宮城県,加美（カミ）,,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,2014,8,7,36.5,8,2022,7,13,2005
34216,宮城県,古川（フルカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2022,7,16,74,8,2022,7,16,1976
34241,宮城県,雄勝（オガツ）,,2023,7,3,9,40,0,8,0,4,,,,,,95,8,2005,10,22,50,8,2000,7,8,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,2015,9,10,59.5,8,2013,7,28,2005
34266,宮城県,大衡（オオヒラ）,,2023,7,3,9,40,0,8,0,4,,,,,,62,8,2015,9,11,55,8,2022,7,16,1976
34276,宮城県,鹿島台（カシマダイ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,1978,8,14,58,8,2022,7,16,1976
34292,宮城県,石巻（イシノマキ）,47592,2023,7,3,9,40,0,8,0,4,,,,,,91,8,2014,9,11,58,8,1971,7,16,1937
34296,宮城県,女川（オナガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,76.5,8,2011,9,21,39,8,2022,7,15,2011
