観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
46061,神奈川県,日吉（ヒヨシ）,,2023,7,3,9,40,0,8,0,4,,,,,,67,8,1989,8,1,64,8,1981,7,22,1976
46076,神奈川県,丹沢湖（タンザワコ）,,2023,7,3,9,40,0,8,0,4,,,,,,104.5,8,2021,8,15,104.5,8,2012,7,14,1976
46091,神奈川県,海老名（エビナ）,,2023,7,3,9,40,0,8,0,4,,,,,,102,8,2013,4,6,54,8,1978,7,11,1976
46106,神奈川県,横浜（ヨコハマ）,47670,2023,7,3,9,40,0,8,0,4,,,,,,92,8,1998,7,30,92,8,1998,7,30,1937
46136,神奈川県,平塚（ヒラツカ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2014,10,6,54.5,8,2012,7,14,1976
46141,神奈川県,辻堂（ツジドウ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,2003,5,31,63,8,2007,7,29,1992
46161,神奈川県,箱根（ハコネ）,,2023,7,3,9,40,0,8,0,4,,,,,,96,8,2004,8,17,80.5,8,2011,7,19,1976
46166,神奈川県,小田原（オダワラ）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2010,9,8,60,8,2007,7,4,1976
46211,神奈川県,三浦（ミウラ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,2017,9,28,67,8,1993,7,5,1976
48031,長野県,野沢温泉（ノザワオンセン）,,2023,7,3,9,40,0,8,0,4,,,,,,54.5,8,2014,8,2,43.5,8,2008,7,21,1976
48061,長野県,信濃町（シナノマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1999,7,16,49,8,1999,7,16,1976
48066,長野県,飯山（イイヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,61.5,8,2012,8,17,50.5,8,2022,7,26,1976
48097,長野県,小谷（オタリ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,1995,7,11,48,8,1995,7,11,1983
48141,長野県,白馬（ハクバ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2022,8,6,44.5,8,2009,7,31,1976
48146,長野県,鬼無里（キナサ）,,2023,7,3,9,40,0,8,0,4,,,,,,81.5,8,2017,8,11,68,8,2022,7,27,1977
48156,長野県,長野（ナガノ）,47610,2023,7,3,9,40,0,8,0,4,,,,,,63,8,1933,8,13,55.7,8,1937,7,28,1903
48172,長野県,笠岳（カサダケ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2016,8,18,56.5,8,2010,7,1,1979
48191,長野県,大町（オオマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,2016,8,1,44.5,8,2010,7,7,1976
48196,長野県,信州新町（シンシュウシンマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,2002,8,4,48,8,1985,7,20,1976
48216,長野県,菅平（スガダイラ）,,2023,7,3,9,40,0,8,0,4,,,,,,85,8,1989,7,17,85,8,1989,7,17,1976
48247,長野県,聖高原（ヒジリコウゲン）,,2023,7,3,9,40,0,8,0,4,,,,,,63.5,8,2017,7,11,63.5,8,2017,7,11,1979
48256,長野県,上田（ウエダ）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,2010,8,2,53,8,2022,7,30,1976
48296,長野県,穂高（ホタカ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,2022,7,28,60,8,2022,7,28,1976
48321,長野県,東御（トウミ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2003,9,11,68,8,2000,7,14,1976
48331,長野県,軽井沢（カルイザワ）,47622,2023,7,3,9,40,0,8,0,4,,,,,,69.4,8,1960,8,2,60,8,1981,7,17,1931
48346,長野県,上高地（カミコウチ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,1979,8,22,38,8,2005,7,31,1976
48361,長野県,松本（マツモト）,47618,2023,7,3,9,40,0,8,0,4,,,,,,59,8,1981,7,18,59,8,1981,7,18,1936
48363,長野県,松本今井（マツモトイマイ）,,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,2017,8,6,33,8,2021,7,24,2003
48371,長野県,鹿教湯（カケユ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,2022,6,11,50.5,8,2022,7,31,1976
48381,長野県,立科（タテシナ）,,2023,7,3,9,40,0,8,0,4,,,,,,62,8,2010,8,25,44.5,8,2022,7,12,1978
48386,長野県,佐久（サク）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,1978,7,7,57,8,1978,7,7,1976
48436,長野県,白樺湖（シラカバコ）,,2023,7,3,9,40,0,8,0,4,,,,,,73.5,8,2018,8,10,54,8,2014,7,9,2004
48466,長野県,奈川（ナガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,1981,7,16,44,8,1981,7,16,1978
48491,長野県,諏訪（スワ）,47620,2023,7,3,9,40,0,8,0,4,,,,,,74.5,8,2013,8,15,68.5,8,1955,7,21,1947
48516,長野県,北相木（キタアイキ）,,2023,7,3,9,40,0,8,0,4,,,,,,37.5,8,2019,10,12,34,8,2007,7,29,2004
48531,長野県,開田高原（カイダコウゲン）,,2023,7,3,9,40,0,8,0,4,,,,,,46.5,8,2018,6,28,37,8,2020,7,11,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,42.5,8,2021,8,15,41.5,8,2021,7,14,2019
48546,長野県,辰野（タツノ）,,2023,7,3,9,40,0,8,0,4,,,,,,70.5,8,2012,8,6,45,8,1981,7,18,1978
48556,長野県,高遠（タカトオ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2019,7,31,53.5,8,2019,7,31,2004
48561,長野県,原村（ハラムラ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,2012,7,20,51,8,2012,7,20,1976
48571,長野県,野辺山（ノベヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,76,8,1987,8,19,43,8,1977,7,2,1976
48601,長野県,御嶽山（オンタケサン）,,2023,7,3,9,40,0,8,0,4,,,,,,54.5,8,2018,8,16,46.5,8,2015,7,23,1976
48606,長野県,木曽福島（キソフクシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,1978,7,21,56,8,1978,7,21,1976
48621,長野県,伊那（イナ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,2000,8,17,40.5,8,2011,7,2,1993
48681,長野県,宮田高原（ミヤダコウゲン）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,1988,6,26,42.5,8,2022,7,28,1976
48691,長野県,杉島（スギシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,52,8,1993,9,2,38.5,8,2021,7,31,1983
48716,長野県,須原（スハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2014,6,8,51.5,8,2022,7,12,1976
48717,長野県,南木曽（ナギソ）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2004,9,4,70,8,2014,7,9,1976
48731,長野県,飯島（イイジマ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,1998,9,21,38.5,8,2021,7,30,1976
48737,長野県,大鹿（オオシカ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,1988,9,25,45,8,2020,7,11,1983
48767,長野県,飯田（イイダ）,47637,2023,7,3,9,40,0,8,0,4,,,,,,79.7,8,1960,8,5,63,8,1971,7,6,1929
48826,長野県,浪合（ナミアイ）,,2023,7,3,9,40,0,8,0,4,,,,,,73.5,8,2013,9,16,51,8,2020,7,8,1978
48836,長野県,阿南（アナン）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,2020,7,25,57,8,2020,7,25,1978
48841,長野県,南信濃（ミナミシナノ）,,2023,7,3,9,40,0,8,0,4,,,,,,81,8,2007,7,30,81,8,2007,7,30,1978
49036,山梨県,大泉（オオイズミ）,,2023,7,3,9,40,0,8,0,4,,,,,,63.5,8,2022,7,28,63.5,8,2022,7,28,1976
49052,山梨県,乙女湖（オトメコ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2011,8,9,41,8,2017,7,29,2008
49086,山梨県,韮崎（ニラサキ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,1983,8,16,46,8,2015,7,30,1976
49142,山梨県,甲府（コウフ）,47638,2023,7,3,9,40,0,8,0,4,,,,,,78,8,2004,8,7,73,8,1978,7,8,1937
49151,山梨県,勝沼（カツヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2007,7,30,50,8,2007,7,30,1976
49161,山梨県,大月（オオツキ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2017,8,7,46,8,2011,7,9,1976
49172,山梨県,上野原（ウエノハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,2020,9,6,59,8,2018,7,28,2015
49187,山梨県,富士川（フジカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,49.5,8,2022,7,28,49.5,8,2022,7,28,2013
49196,山梨県,古関（フルセキ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,1998,8,27,37.5,8,2009,7,24,1976
49236,山梨県,切石（キリイシ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,1990,9,20,52,8,1998,7,30,1977
49251,山梨県,河口湖（カワグチコ）,47640,2023,7,3,9,40,0,8,0,4,,,,,,82.8,8,1966,9,25,54.5,8,1984,7,27,1937
49256,山梨県,山中（ヤマナカ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2011,9,1,48,8,1989,7,27,1976
49316,山梨県,南部（ナンブ）,,2023,7,3,9,40,0,8,0,4,,,,,,78,8,1991,9,19,70.5,8,2022,7,26,1976
50056,静岡県,白糸（シライト）,,2023,7,3,9,40,0,8,0,4,,,,,,69.5,8,2011,9,21,50,8,1993,7,30,1976
50106,静岡県,井川（イカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,1998,8,27,83,8,2002,7,10,1978
50112,静岡県,有東木（ウトウギ）,,2023,7,3,9,40,0,8,0,4,,,,,,69.5,4,2022,9,24,47.5,8,2021,7,3,2020
50136,静岡県,御殿場（ゴテンバ）,,2023,7,3,9,40,0,8,0,4,,,,,,81,8,1999,11,1,79,8,2022,7,26,1976
50196,静岡県,富士（フジ）,,2023,7,3,9,40,0,8,0,4,,,,,,112.5,8,2008,7,4,112.5,8,2008,7,4,1976
50206,静岡県,三島（ミシマ）,47657,2023,7,3,9,40,0,8,0,4,,,,,,81.5,8,1989,7,29,81.5,8,1989,7,29,1930
50211,静岡県,熱海伊豆山（アタミイズサン）,,2023,7,3,9,40,0,8,0,4,,,,,,44.5,8,2023,6,2,39.5,8,2022,7,19,2021
50226,静岡県,佐久間（サクマ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,1991,9,19,73,8,2021,7,13,1976
50232,静岡県,春野（ハルノ）,,2023,7,3,9,40,0,8,0,4,,,,,,88,8,2022,9,23,71.5,8,2018,7,6,2016
50241,静岡県,川根本町（カワネホンチョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,99.5,8,2022,9,24,83.5,8,2008,7,4,1976
50247,静岡県,鍵穴（カギアナ）,,2023,7,3,9,40,0,8,0,4,,,,,,94,8,2022,9,24,80,8,1996,7,20,1991
50261,静岡県,清水（シミズ）,,2023,7,3,9,40,0,8,0,4,,,,,,102,8,2004,9,4,83,8,2003,7,4,1978
50281,静岡県,網代（アジロ）,47668,2023,7,3,9,40,0,8,0,4,,,,,,67,8,1968,8,26,61,8,2003,7,4,1937
50296,静岡県,熊（クマ）,,2023,7,3,9,40,0,8,0,4,,,,,,92,8,1978,9,30,82,8,2009,7,27,1976
50317,静岡県,高根山（タカネサン）,,2023,7,3,9,40,0,8,0,4,,,,,,93.5,8,2022,9,24,56.5,8,2011,7,30,2009
50331,静岡県,静岡（シズオカ）,47656,2023,7,3,9,40,0,8,0,4,,,,,,113,8,2003,7,4,113,8,2003,7,4,1940
50371,静岡県,三ヶ日（ミッカビ）,,2023,7,3,9,40,0,8,0,4,,,,,,93,8,1998,8,27,76,8,2005,7,9,1976
50386,静岡県,天竜（テンリュウ）,,2023,7,3,9,40,0,8,0,4,,,,,,81.5,8,2022,9,23,69,8,2007,7,30,1976
50391,静岡県,三倉（ミクラ）,,2023,7,3,9,40,0,8,0,4,,,,,,91,8,1988,9,11,69,8,2006,7,11,1982
50416,静岡県,土肥（トイ）,,2023,7,3,9,40,0,8,0,4,,,,,,129,8,2003,7,4,129,8,2003,7,4,1990
50426,静岡県,湯ケ島（ユガシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,83,8,2003,7,4,83,8,2003,7,4,1976
50427,静岡県,天城山（アマギサン）,,2023,7,3,9,40,0,8,0,4,,,,,,109,8,2019,9,9,100,8,2003,7,4,1976
50456,静岡県,浜松（ハママツ）,47654,2023,7,3,9,40,0,8,0,4,,,,,,87.5,8,1982,11,30,78.5,8,2022,7,26,1933
50466,静岡県,掛川（カケガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2004,11,11,82,8,1976,7,11,1976
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,110,8,2004,11,11,81,8,2020,7,27,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2023,7,3,9,40,0,8,0,4,,,,,,110,8,2022,9,23,88,8,2021,7,29,2009
50491,静岡県,松崎（マツザキ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,1992,7,14,87,8,1992,7,14,1976
50506,静岡県,稲取（イナトリ）,,2023,7,3,9,40,0,8,0,4,,,,,,88,8,2004,9,4,78,8,2013,7,18,1976
50536,静岡県,磐田（イワタ）,,2023,7,3,9,40,0,8,0,4,,,,,,95.5,8,2022,9,2,63,8,1998,7,2,1978
50551,静岡県,御前崎（オマエザキ）,47655,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2004,10,9,73,8,2022,7,8,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2023,7,3,9,40,0,8,0,4,,,,,,109.5,8,1970,9,29,75,8,1977,7,28,1939
51011,愛知県,一宮（イチノミヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,120,8,2008,8,28,76,8,2004,7,10,1976
51031,愛知県,愛西（アイサイ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,1988,9,20,53,8,2022,7,10,1979
51056,愛知県,小原（オバラ）,,2023,7,3,9,40,0,8,0,4,,,,,,96,8,2013,9,16,68.5,8,2011,7,31,1977
51071,愛知県,稲武（イナブ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2000,9,12,65.5,8,2011,7,30,1976
51077,愛知県,茶臼山（チャウスヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,73.5,8,2018,9,4,52,8,2014,7,19,2006
51096,愛知県,蟹江（カニエ）,,2023,7,3,9,40,0,8,0,4,,,,,,78,8,2000,9,11,56,8,1994,7,9,1976
51106,愛知県,名古屋（ナゴヤ）,47636,2023,7,3,9,40,0,8,0,4,,,,,,97,8,2000,9,11,92,8,1919,7,18,1890
51116,愛知県,豊田（トヨタ）,,2023,7,3,9,40,0,8,0,4,,,,,,63.5,8,2017,8,11,59,8,2021,7,12,1976
51192,愛知県,阿蔵（アゾウ）,,2023,7,3,9,40,0,8,0,4,,,,,,65.5,8,2012,6,19,48.5,8,2017,7,12,2006
51216,愛知県,大府（オオブ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,2013,8,6,52.5,8,2022,7,12,2012
51226,愛知県,岡崎（オカザキ）,,2023,7,3,9,40,0,8,0,4,,,,,,146.5,8,2008,8,29,67.5,8,2022,7,26,1976
51241,愛知県,作手（ツクデ）,,2023,7,3,9,40,0,8,0,4,,,,,,66.5,8,2023,6,2,58,8,2022,7,26,1976
51247,愛知県,新城（シンシロ）,,2023,7,3,9,40,0,8,0,4,,,,,,79.5,8,2021,6,17,66.5,8,2022,7,9,2002
51261,愛知県,セントレア（セントレア）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2022,7,10,50,8,2022,7,10,2005
51271,愛知県,一色（イッシキ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2012,9,11,64.5,8,2022,7,27,1976
51281,愛知県,蒲郡（ガマゴオリ）,,2023,7,3,9,40,0,8,0,4,,,,,,71.5,8,2008,8,29,53,8,2021,7,2,1979
51311,愛知県,南知多（ミナミチタ）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,1976,9,12,51.5,8,2020,7,25,1976
51331,愛知県,豊橋（トヨハシ）,,2023,7,3,9,40,0,8,0,4,,,,,,76,8,2008,8,28,53,8,2021,7,3,2005
51346,愛知県,伊良湖（イラコ）,47653,2023,7,3,9,40,0,8,0,4,,,,,,81.8,8,1962,7,2,81.8,8,1962,7,2,1948
51356,愛知県,田原（タハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,80,8,1997,10,6,52.5,8,2020,7,6,1976
52041,岐阜県,河合（カワイ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,1983,8,9,42,8,2002,7,10,1978
52051,岐阜県,神岡（カミオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,1998,9,22,40,8,1982,7,29,1978
52081,岐阜県,白川（シラカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,2013,8,23,48,8,1997,7,17,1978
52111,岐阜県,栃尾（トチオ）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,2006,8,17,49,8,2018,7,4,1976
52131,岐阜県,御母衣（ミボロ）,,2023,7,3,9,40,0,8,0,4,,,,,,52,8,1987,7,17,52,8,1987,7,17,1982
52137,岐阜県,清見（キヨミ）,,2023,7,3,9,40,0,8,0,4,,,,,,51.5,8,2018,7,7,51.5,8,2018,7,7,1990
52146,岐阜県,高山（タカヤマ）,47617,2023,7,3,9,40,0,8,0,4,,,,,,62,8,2018,7,4,62,8,2018,7,4,1914
52152,岐阜県,丹生川（ニュウカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,2010,7,1,58,8,2010,7,1,1990
52173,岐阜県,ひるがの（ヒルガノ）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,1999,9,15,67.5,8,2018,7,7,1990
52181,岐阜県,六厩（ムマヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,2008,8,28,67,8,2012,7,20,1978
52192,岐阜県,船山（フナヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,2004,10,20,54,8,2011,7,2,2002
52196,岐阜県,宮之前（ミヤノマエ）,,2023,7,3,9,40,0,8,0,4,,,,,,65.5,8,2020,7,8,65.5,8,2020,7,8,1978
52221,岐阜県,長滝（ナガタキ）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,1999,9,15,69,8,2021,7,23,1978
52286,岐阜県,萩原（ハギワラ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2019,9,3,71.5,8,2020,7,8,1976
52321,岐阜県,関市板取（セキシイタドリ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2022,7,28,74,8,2022,7,28,2006
52331,岐阜県,八幡（ハチマン）,,2023,7,3,9,40,0,8,0,4,,,,,,95,8,1987,8,8,60,8,2012,7,15,1976
52346,岐阜県,宮地（ミヤジ）,,2023,7,3,9,40,0,8,0,4,,,,,,88,8,2008,7,3,88,8,2008,7,3,1976
52381,岐阜県,樽見（タルミ）,,2023,7,3,9,40,0,8,0,4,,,,,,98,8,1986,8,22,94,8,1998,7,28,1976
52406,岐阜県,金山（カナヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,108,8,2018,7,8,108,8,2018,7,8,1976
52421,岐阜県,付知（ツケチ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2013,9,23,55,8,1986,7,12,1982
52461,岐阜県,美濃（ミノ）,,2023,7,3,9,40,0,8,0,4,,,,,,94,8,2020,8,11,83,8,2018,7,8,1976
52476,岐阜県,伽藍（ガラン）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2007,9,23,92,8,1976,7,27,1976
52482,岐阜県,黒川（クロカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,2009,7,25,57,8,2009,7,25,1998
52511,岐阜県,揖斐川（イビガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,96,8,2002,7,10,96,8,2002,7,10,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2023,7,3,9,40,0,8,0,4,,,,,,89.5,8,2017,7,14,89.5,8,2017,7,14,1976
52556,岐阜県,恵那（エナ）,,2023,7,3,9,40,0,8,0,4,,,,,,77,8,2005,8,5,45.5,8,2012,7,20,1976
52557,岐阜県,中津川（ナカツガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,4,2021,7,19,60,4,2021,7,19,2010
52571,岐阜県,関ケ原（セキガハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,91,8,2002,7,9,91,8,2002,7,9,1976
52581,岐阜県,大垣（オオガキ）,,2023,7,3,9,40,0,8,0,4,,,,,,108.5,8,2013,9,4,57,8,2007,7,12,1976
52586,岐阜県,岐阜（ギフ）,47632,2023,7,3,9,40,0,8,0,4,,,,,,99.6,8,1914,7,24,99.6,8,1914,7,24,1903
52606,岐阜県,多治見（タジミ）,,2023,7,3,9,40,0,8,0,4,,,,,,83.5,8,2010,7,15,83.5,8,2010,7,15,1976
52642,岐阜県,上石津（カミイシヅ）,,2023,7,3,9,40,0,8,0,4,,,,,,46.5,8,2021,8,14,25,8,2018,7,5,2016
53016,三重県,北勢（ホクセイ）,,2023,7,3,9,40,0,8,0,4,,,,,,84,8,1976,9,11,64,8,1983,7,10,1976
53041,三重県,桑名（クワナ）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,2022,9,3,68.5,8,2022,7,10,1976
53061,三重県,四日市（ヨッカイチ）,47684,2023,7,3,9,40,0,8,0,4,,,,,,105,8,2019,9,5,82.5,8,1971,7,7,1966
53091,三重県,亀山（カメヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2004,9,24,53,8,2021,7,12,1976
53112,三重県,上野（ウエノ）,47649,2023,7,3,9,40,0,8,0,4,,,,,,81.2,8,1953,8,14,54.5,8,2015,7,14,1937
53121,三重県,笠取山（カサトリヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,86.5,8,2021,7,12,86.5,8,2021,7,12,1976
53133,三重県,津（ツ）,47651,2023,7,3,9,40,0,8,0,4,,,,,,118,8,1999,9,4,68,8,1974,7,25,1916
53141,三重県,名張（ナバリ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,2018,7,29,68,8,2018,7,29,1976
53151,三重県,白山（ハクサン）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,1993,9,9,57.5,8,2010,7,15,1979
53196,三重県,小俣（オバタ）,,2023,7,3,9,40,0,8,0,4,,,,,,97,8,1999,6,29,43,8,2018,7,29,1976
53231,三重県,粥見（カユミ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2015,8,25,54.5,8,2018,7,29,1976
53257,三重県,鳥羽（トバ）,,2023,7,3,9,40,0,8,0,4,,,,,,103,8,1982,8,3,60.5,8,2019,7,4,1977
53287,三重県,藤坂峠（フジサカトウゲ）,,2023,7,3,9,40,0,8,0,4,,,,,,127,8,1997,9,6,64,8,2019,7,16,1976
53296,三重県,南伊勢（ミナミイセ）,,2023,7,3,9,40,0,8,0,4,,,,,,91,8,2018,7,29,91,8,2018,7,29,1978
53307,三重県,阿児（アゴ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2019,10,19,65.5,8,2018,7,29,1982
53321,三重県,宮川（ミヤガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,139,4,2004,9,29,74,8,2011,7,19,1978
53326,三重県,紀伊長島（キイナガシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,96,8,2021,9,26,83,8,1984,7,24,1979
53378,三重県,尾鷲（オワセ）,47663,2023,7,3,9,40,0,8,0,4,,,,,,139,8,1972,9,14,87.1,8,1953,7,17,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2023,7,3,9,40,0,8,0,4,,,,,,101.5,8,2011,9,4,60.5,8,2018,7,7,2001
53416,三重県,御浜（ミハマ）,,2023,7,3,9,40,0,8,0,4,,,,,,110,8,2002,9,27,49,8,2002,7,13,1985
54012,新潟県,粟島（アワシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,79,8,2022,8,3,61,8,2013,7,22,1976
54041,新潟県,弾崎（ハジキザキ）,,2023,7,3,9,40,0,8,0,4,,,,,,64,8,2014,7,9,64,8,2014,7,9,1978
54056,新潟県,高根（タカネ）,,2023,7,3,9,40,0,8,0.5,4,7,15,4,,,72,8,1995,8,10,64.5,8,2019,7,28,1978
54086,新潟県,村上（ムラカミ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2004,7,17,63,8,2004,7,17,1976
54097,新潟県,三面（ミオモテ）,,2023,7,3,9,40,0,8,0,4,,,,,,94.5,8,2022,8,3,55,8,2019,7,28,1981
54157,新潟県,相川（アイカワ）,47602,2023,7,3,9,40,0,8,0,4,,,,,,79.8,8,1961,8,4,57,8,2017,7,18,1925
54166,新潟県,両津（リョウツ）,,2023,7,3,9,40,0,8,0.5,4,0,1,4,,,51,8,1998,8,4,49,8,1998,7,30,1976
54181,新潟県,中条（ナカジョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,92,8,2022,8,4,53,8,2004,7,10,1978
54191,新潟県,下関（シモセキ）,,2023,7,3,9,40,0,8,0,4,,,,,,149,8,2022,8,4,67,8,2004,7,17,1976
54232,新潟県,新潟（ニイガタ）,47604,2023,7,3,9,40,0,8,0,4,,,,,,97,8,1998,8,4,54,8,2013,7,31,1914
54236,新潟県,松浜（マツハマ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2007,8,28,41,8,2011,7,29,2003
54271,新潟県,羽茂（ハモチ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,1979,7,28,74,8,1979,7,28,1976
54296,新潟県,新津（ニイツ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,1998,8,4,42,8,1999,7,21,1976
54301,新潟県,瓢湖（ヒョウコ）,,2023,7,3,9,40,0,8,0,4,,,,,,41,8,2021,8,23,32,8,2020,7,31,2014
54311,新潟県,赤谷（アカダニ）,,2023,7,3,9,40,0,8,0.5,4,7,53,4,,,78,8,2005,8,8,52.5,8,2019,7,27,1976
54341,新潟県,巻（マキ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,2014,7,9,65,8,2014,7,9,1976
54387,新潟県,寺泊（テラドマリ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,2022,8,14,59.5,8,2011,7,30,2001
54396,新潟県,三条（サンジョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2005,8,10,65.5,8,2017,7,18,1976
54406,新潟県,村松（ムラマツ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2012,8,22,62,8,2011,7,29,1976
54421,新潟県,津川（ツガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2011,7,28,68.5,8,2011,7,28,1976
54462,新潟県,宮寄上（ミヤヨリカミ）,,2023,7,3,9,40,0,8,0,4,,,,,,93.5,8,2011,7,29,93.5,8,2011,7,29,1983
